Date,Category,Item,Sales
30-09-2023,Desserts,Chocolate Cake,46
01-10-2023,Veg Burgers,Classic Veg Burger,35
01-10-2023,Veg Burgers,Cheese Veg Burger,8
01-10-2023,Veg Burgers,Spicy Veg Burger,5
01-10-2023,Veg Burgers,Aloo Tikki Burger,46
01-10-2023,Veg Pizzas,Margherita Pizza,24
01-10-2023,Veg Pizzas,Veggie Delight Pizza,24
01-10-2023,Veg Pizzas,Paneer Pizza,26
01-10-2023,Veg Pizzas,Farmhouse Pizza,50
01-10-2023,Sandwiches,Veg Club Sandwich,18
01-10-2023,Sandwiches,Paneer Tikka Sandwich,35
01-10-2023,Sandwiches,Grilled Veg Sandwich,50
01-10-2023,Sandwiches,Cucumber Sandwich,39
01-10-2023,Wraps,Veggie Wrap,5
01-10-2023,Wraps,Paneer Wrap,45
01-10-2023,Wraps,Aloo Wrap,6
01-10-2023,Wraps,Hummus Wrap,47
01-10-2023,Pastas,Veg Alfredo Pasta,18
01-10-2023,Pastas,Veg Arrabbiata Pasta,30
01-10-2023,Pastas,Pesto Veg Pasta,50
01-10-2023,Pastas,Veg Mac and Cheese,48
01-10-2023,Salads,Greek Salad,28
01-10-2023,Salads,Caesar Salad,33
01-10-2023,Salads,Garden Salad,26
01-10-2023,Salads,Pasta Salad,33
01-10-2023,Fries,Classic Fries,29
01-10-2023,Fries,Cheese Fries,15
01-10-2023,Fries,Masala Fries,42
01-10-2023,Fries,Peri Peri Fries,24
01-10-2023,Beverages,Cold Coffee,34
01-10-2023,Beverages,Lemonade,31
01-10-2023,Beverages,Mango Smoothie,43
01-10-2023,Beverages,Green Tea,30
01-10-2023,Desserts,Brownie,25
01-10-2023,Desserts,Ice Cream Sundae,8
01-10-2023,Desserts,Fruit Salad,19
01-10-2023,Desserts,Chocolate Cake,8
02-10-2023,Veg Burgers,Classic Veg Burger,45
02-10-2023,Veg Burgers,Cheese Veg Burger,25
02-10-2023,Veg Burgers,Spicy Veg Burger,16
02-10-2023,Veg Burgers,Aloo Tikki Burger,49
02-10-2023,Veg Pizzas,Margherita Pizza,21
02-10-2023,Veg Pizzas,Veggie Delight Pizza,41
02-10-2023,Veg Pizzas,Paneer Pizza,37
02-10-2023,Veg Pizzas,Farmhouse Pizza,24
02-10-2023,Sandwiches,Veg Club Sandwich,39
02-10-2023,Sandwiches,Paneer Tikka Sandwich,36
02-10-2023,Sandwiches,Grilled Veg Sandwich,18
02-10-2023,Sandwiches,Cucumber Sandwich,17
02-10-2023,Wraps,Veggie Wrap,29
02-10-2023,Wraps,Paneer Wrap,10
02-10-2023,Wraps,Aloo Wrap,6
02-10-2023,Wraps,Hummus Wrap,32
02-10-2023,Pastas,Veg Alfredo Pasta,48
02-10-2023,Pastas,Veg Arrabbiata Pasta,39
02-10-2023,Pastas,Pesto Veg Pasta,27
02-10-2023,Pastas,Veg Mac and Cheese,36
02-10-2023,Salads,Greek Salad,48
02-10-2023,Salads,Caesar Salad,50
02-10-2023,Salads,Garden Salad,12
02-10-2023,Salads,Pasta Salad,5
02-10-2023,Fries,Classic Fries,25
02-10-2023,Fries,Cheese Fries,8
02-10-2023,Fries,Masala Fries,21
02-10-2023,Fries,Peri Peri Fries,23
02-10-2023,Beverages,Cold Coffee,6
02-10-2023,Beverages,Lemonade,34
02-10-2023,Beverages,Mango Smoothie,12
02-10-2023,Beverages,Green Tea,24
02-10-2023,Desserts,Brownie,11
02-10-2023,Desserts,Ice Cream Sundae,20
02-10-2023,Desserts,Fruit Salad,16
02-10-2023,Desserts,Chocolate Cake,47
03-10-2023,Veg Burgers,Classic Veg Burger,9
03-10-2023,Veg Burgers,Cheese Veg Burger,37
03-10-2023,Veg Burgers,Spicy Veg Burger,31
03-10-2023,Veg Burgers,Aloo Tikki Burger,50
03-10-2023,Veg Pizzas,Margherita Pizza,47
03-10-2023,Veg Pizzas,Veggie Delight Pizza,33
03-10-2023,Veg Pizzas,Paneer Pizza,15
03-10-2023,Veg Pizzas,Farmhouse Pizza,43
03-10-2023,Sandwiches,Veg Club Sandwich,30
03-10-2023,Sandwiches,Paneer Tikka Sandwich,30
03-10-2023,Sandwiches,Grilled Veg Sandwich,44
03-10-2023,Sandwiches,Cucumber Sandwich,14
03-10-2023,Wraps,Veggie Wrap,41
03-10-2023,Wraps,Paneer Wrap,35
03-10-2023,Wraps,Aloo Wrap,24
03-10-2023,Wraps,Hummus Wrap,25
03-10-2023,Pastas,Veg Alfredo Pasta,49
03-10-2023,Pastas,Veg Arrabbiata Pasta,8
03-10-2023,Pastas,Pesto Veg Pasta,48
03-10-2023,Pastas,Veg Mac and Cheese,49
03-10-2023,Salads,Greek Salad,41
03-10-2023,Salads,Caesar Salad,30
03-10-2023,Salads,Garden Salad,48
03-10-2023,Salads,Pasta Salad,29
03-10-2023,Fries,Classic Fries,12
03-10-2023,Fries,Cheese Fries,29
03-10-2023,Fries,Masala Fries,9
03-10-2023,Fries,Peri Peri Fries,36
03-10-2023,Beverages,Cold Coffee,28
03-10-2023,Beverages,Lemonade,29
03-10-2023,Beverages,Mango Smoothie,35
03-10-2023,Beverages,Green Tea,29
03-10-2023,Desserts,Brownie,45
03-10-2023,Desserts,Ice Cream Sundae,46
03-10-2023,Desserts,Fruit Salad,46
03-10-2023,Desserts,Chocolate Cake,33
04-10-2023,Veg Burgers,Classic Veg Burger,46
04-10-2023,Veg Burgers,Cheese Veg Burger,37
04-10-2023,Veg Burgers,Spicy Veg Burger,49
04-10-2023,Veg Burgers,Aloo Tikki Burger,35
04-10-2023,Veg Pizzas,Margherita Pizza,45
04-10-2023,Veg Pizzas,Veggie Delight Pizza,24
04-10-2023,Veg Pizzas,Paneer Pizza,36
04-10-2023,Veg Pizzas,Farmhouse Pizza,21
04-10-2023,Sandwiches,Veg Club Sandwich,42
04-10-2023,Sandwiches,Paneer Tikka Sandwich,9
04-10-2023,Sandwiches,Grilled Veg Sandwich,41
04-10-2023,Sandwiches,Cucumber Sandwich,23
04-10-2023,Wraps,Veggie Wrap,21
04-10-2023,Wraps,Paneer Wrap,6
04-10-2023,Wraps,Aloo Wrap,11
04-10-2023,Wraps,Hummus Wrap,44
04-10-2023,Pastas,Veg Alfredo Pasta,46
04-10-2023,Pastas,Veg Arrabbiata Pasta,45
04-10-2023,Pastas,Pesto Veg Pasta,31
04-10-2023,Pastas,Veg Mac and Cheese,31
04-10-2023,Salads,Greek Salad,27
04-10-2023,Salads,Caesar Salad,12
04-10-2023,Salads,Garden Salad,19
04-10-2023,Salads,Pasta Salad,12
04-10-2023,Fries,Classic Fries,19
04-10-2023,Fries,Cheese Fries,50
04-10-2023,Fries,Masala Fries,25
04-10-2023,Fries,Peri Peri Fries,6
04-10-2023,Beverages,Cold Coffee,13
04-10-2023,Beverages,Lemonade,12
04-10-2023,Beverages,Mango Smoothie,9
04-10-2023,Beverages,Green Tea,46
04-10-2023,Desserts,Brownie,41
04-10-2023,Desserts,Ice Cream Sundae,18
04-10-2023,Desserts,Fruit Salad,28
04-10-2023,Desserts,Chocolate Cake,27
05-10-2023,Veg Burgers,Classic Veg Burger,34
05-10-2023,Veg Burgers,Cheese Veg Burger,37
05-10-2023,Veg Burgers,Spicy Veg Burger,29
05-10-2023,Veg Burgers,Aloo Tikki Burger,46
05-10-2023,Veg Pizzas,Margherita Pizza,32
05-10-2023,Veg Pizzas,Veggie Delight Pizza,21
05-10-2023,Veg Pizzas,Paneer Pizza,13
05-10-2023,Veg Pizzas,Farmhouse Pizza,9
05-10-2023,Sandwiches,Veg Club Sandwich,8
05-10-2023,Sandwiches,Paneer Tikka Sandwich,24
05-10-2023,Sandwiches,Grilled Veg Sandwich,45
05-10-2023,Sandwiches,Cucumber Sandwich,38
05-10-2023,Wraps,Veggie Wrap,26
05-10-2023,Wraps,Paneer Wrap,28
05-10-2023,Wraps,Aloo Wrap,42
05-10-2023,Wraps,Hummus Wrap,15
05-10-2023,Pastas,Veg Alfredo Pasta,23
05-10-2023,Pastas,Veg Arrabbiata Pasta,38
05-10-2023,Pastas,Pesto Veg Pasta,28
05-10-2023,Pastas,Veg Mac and Cheese,15
05-10-2023,Salads,Greek Salad,34
05-10-2023,Salads,Caesar Salad,44
05-10-2023,Salads,Garden Salad,18
05-10-2023,Salads,Pasta Salad,13
05-10-2023,Fries,Classic Fries,16
05-10-2023,Fries,Cheese Fries,8
05-10-2023,Fries,Masala Fries,46
05-10-2023,Fries,Peri Peri Fries,41
05-10-2023,Beverages,Cold Coffee,15
05-10-2023,Beverages,Lemonade,20
05-10-2023,Beverages,Mango Smoothie,47
05-10-2023,Beverages,Green Tea,19
05-10-2023,Desserts,Brownie,20
05-10-2023,Desserts,Ice Cream Sundae,12
05-10-2023,Desserts,Fruit Salad,6
05-10-2023,Desserts,Chocolate Cake,40
06-10-2023,Veg Burgers,Classic Veg Burger,13
06-10-2023,Veg Burgers,Cheese Veg Burger,29
06-10-2023,Veg Burgers,Spicy Veg Burger,50
06-10-2023,Veg Burgers,Aloo Tikki Burger,39
06-10-2023,Veg Pizzas,Margherita Pizza,28
06-10-2023,Veg Pizzas,Veggie Delight Pizza,9
06-10-2023,Veg Pizzas,Paneer Pizza,47
06-10-2023,Veg Pizzas,Farmhouse Pizza,42
06-10-2023,Sandwiches,Veg Club Sandwich,5
06-10-2023,Sandwiches,Paneer Tikka Sandwich,14
06-10-2023,Sandwiches,Grilled Veg Sandwich,24
06-10-2023,Sandwiches,Cucumber Sandwich,30
06-10-2023,Wraps,Veggie Wrap,46
06-10-2023,Wraps,Paneer Wrap,13
06-10-2023,Wraps,Aloo Wrap,17
06-10-2023,Wraps,Hummus Wrap,37
06-10-2023,Pastas,Veg Alfredo Pasta,7
06-10-2023,Pastas,Veg Arrabbiata Pasta,38
06-10-2023,Pastas,Pesto Veg Pasta,43
06-10-2023,Pastas,Veg Mac and Cheese,26
06-10-2023,Salads,Greek Salad,35
06-10-2023,Salads,Caesar Salad,24
06-10-2023,Salads,Garden Salad,33
06-10-2023,Salads,Pasta Salad,11
06-10-2023,Fries,Classic Fries,49
06-10-2023,Fries,Cheese Fries,11
06-10-2023,Fries,Masala Fries,27
06-10-2023,Fries,Peri Peri Fries,28
06-10-2023,Beverages,Cold Coffee,43
06-10-2023,Beverages,Lemonade,44
06-10-2023,Beverages,Mango Smoothie,12
06-10-2023,Beverages,Green Tea,17
06-10-2023,Desserts,Brownie,26
06-10-2023,Desserts,Ice Cream Sundae,36
06-10-2023,Desserts,Fruit Salad,36
06-10-2023,Desserts,Chocolate Cake,49
07-10-2023,Veg Burgers,Classic Veg Burger,13
07-10-2023,Veg Burgers,Cheese Veg Burger,15
07-10-2023,Veg Burgers,Spicy Veg Burger,44
07-10-2023,Veg Burgers,Aloo Tikki Burger,42
07-10-2023,Veg Pizzas,Margherita Pizza,47
07-10-2023,Veg Pizzas,Veggie Delight Pizza,22
07-10-2023,Veg Pizzas,Paneer Pizza,29
07-10-2023,Veg Pizzas,Farmhouse Pizza,12
07-10-2023,Sandwiches,Veg Club Sandwich,31
07-10-2023,Sandwiches,Paneer Tikka Sandwich,17
07-10-2023,Sandwiches,Grilled Veg Sandwich,33
07-10-2023,Sandwiches,Cucumber Sandwich,25
07-10-2023,Wraps,Veggie Wrap,43
07-10-2023,Wraps,Paneer Wrap,43
07-10-2023,Wraps,Aloo Wrap,24
07-10-2023,Wraps,Hummus Wrap,41
07-10-2023,Pastas,Veg Alfredo Pasta,34
07-10-2023,Pastas,Veg Arrabbiata Pasta,47
07-10-2023,Pastas,Pesto Veg Pasta,19
07-10-2023,Pastas,Veg Mac and Cheese,29
07-10-2023,Salads,Greek Salad,43
07-10-2023,Salads,Caesar Salad,9
07-10-2023,Salads,Garden Salad,24
07-10-2023,Salads,Pasta Salad,26
07-10-2023,Fries,Classic Fries,34
07-10-2023,Fries,Cheese Fries,14
07-10-2023,Fries,Masala Fries,24
07-10-2023,Fries,Peri Peri Fries,24
07-10-2023,Beverages,Cold Coffee,39
07-10-2023,Beverages,Lemonade,21
07-10-2023,Beverages,Mango Smoothie,11
07-10-2023,Beverages,Green Tea,11
07-10-2023,Desserts,Brownie,27
07-10-2023,Desserts,Ice Cream Sundae,26
07-10-2023,Desserts,Fruit Salad,45
07-10-2023,Desserts,Chocolate Cake,43
08-10-2023,Veg Burgers,Classic Veg Burger,8
08-10-2023,Veg Burgers,Cheese Veg Burger,16
08-10-2023,Veg Burgers,Spicy Veg Burger,17
08-10-2023,Veg Burgers,Aloo Tikki Burger,15
08-10-2023,Veg Pizzas,Margherita Pizza,40
08-10-2023,Veg Pizzas,Veggie Delight Pizza,6
08-10-2023,Veg Pizzas,Paneer Pizza,20
08-10-2023,Veg Pizzas,Farmhouse Pizza,29
08-10-2023,Sandwiches,Veg Club Sandwich,22
08-10-2023,Sandwiches,Paneer Tikka Sandwich,14
08-10-2023,Sandwiches,Grilled Veg Sandwich,39
08-10-2023,Sandwiches,Cucumber Sandwich,5
08-10-2023,Wraps,Veggie Wrap,9
08-10-2023,Wraps,Paneer Wrap,24
08-10-2023,Wraps,Aloo Wrap,49
08-10-2023,Wraps,Hummus Wrap,18
08-10-2023,Pastas,Veg Alfredo Pasta,29
08-10-2023,Pastas,Veg Arrabbiata Pasta,28
08-10-2023,Pastas,Pesto Veg Pasta,36
08-10-2023,Pastas,Veg Mac and Cheese,10
08-10-2023,Salads,Greek Salad,50
08-10-2023,Salads,Caesar Salad,44
08-10-2023,Salads,Garden Salad,34
08-10-2023,Salads,Pasta Salad,46
08-10-2023,Fries,Classic Fries,41
08-10-2023,Fries,Cheese Fries,48
08-10-2023,Fries,Masala Fries,47
08-10-2023,Fries,Peri Peri Fries,5
08-10-2023,Beverages,Cold Coffee,43
08-10-2023,Beverages,Lemonade,13
08-10-2023,Beverages,Mango Smoothie,38
08-10-2023,Beverages,Green Tea,38
08-10-2023,Desserts,Brownie,38
08-10-2023,Desserts,Ice Cream Sundae,35
08-10-2023,Desserts,Fruit Salad,11
08-10-2023,Desserts,Chocolate Cake,16
09-10-2023,Veg Burgers,Classic Veg Burger,35
09-10-2023,Veg Burgers,Cheese Veg Burger,13
09-10-2023,Veg Burgers,Spicy Veg Burger,21
09-10-2023,Veg Burgers,Aloo Tikki Burger,38
09-10-2023,Veg Pizzas,Margherita Pizza,12
09-10-2023,Veg Pizzas,Veggie Delight Pizza,17
09-10-2023,Veg Pizzas,Paneer Pizza,46
09-10-2023,Veg Pizzas,Farmhouse Pizza,26
09-10-2023,Sandwiches,Veg Club Sandwich,39
09-10-2023,Sandwiches,Paneer Tikka Sandwich,27
09-10-2023,Sandwiches,Grilled Veg Sandwich,34
09-10-2023,Sandwiches,Cucumber Sandwich,26
09-10-2023,Wraps,Veggie Wrap,16
09-10-2023,Wraps,Paneer Wrap,16
09-10-2023,Wraps,Aloo Wrap,11
09-10-2023,Wraps,Hummus Wrap,36
09-10-2023,Pastas,Veg Alfredo Pasta,29
09-10-2023,Pastas,Veg Arrabbiata Pasta,25
09-10-2023,Pastas,Pesto Veg Pasta,47
09-10-2023,Pastas,Veg Mac and Cheese,10
09-10-2023,Salads,Greek Salad,43
09-10-2023,Salads,Caesar Salad,26
09-10-2023,Salads,Garden Salad,24
09-10-2023,Salads,Pasta Salad,32
09-10-2023,Fries,Classic Fries,16
09-10-2023,Fries,Cheese Fries,11
09-10-2023,Fries,Masala Fries,11
09-10-2023,Fries,Peri Peri Fries,46
09-10-2023,Beverages,Cold Coffee,30
09-10-2023,Beverages,Lemonade,6
09-10-2023,Beverages,Mango Smoothie,13
09-10-2023,Beverages,Green Tea,35
09-10-2023,Desserts,Brownie,38
09-10-2023,Desserts,Ice Cream Sundae,42
09-10-2023,Desserts,Fruit Salad,22
09-10-2023,Desserts,Chocolate Cake,44
10-10-2023,Veg Burgers,Classic Veg Burger,6
10-10-2023,Veg Burgers,Cheese Veg Burger,40
10-10-2023,Veg Burgers,Spicy Veg Burger,33
10-10-2023,Veg Burgers,Aloo Tikki Burger,39
10-10-2023,Veg Pizzas,Margherita Pizza,46
10-10-2023,Veg Pizzas,Veggie Delight Pizza,30
10-10-2023,Veg Pizzas,Paneer Pizza,35
10-10-2023,Veg Pizzas,Farmhouse Pizza,32
10-10-2023,Sandwiches,Veg Club Sandwich,42
10-10-2023,Sandwiches,Paneer Tikka Sandwich,9
10-10-2023,Sandwiches,Grilled Veg Sandwich,34
10-10-2023,Sandwiches,Cucumber Sandwich,7
10-10-2023,Wraps,Veggie Wrap,28
10-10-2023,Wraps,Paneer Wrap,18
10-10-2023,Wraps,Aloo Wrap,17
10-10-2023,Wraps,Hummus Wrap,13
10-10-2023,Pastas,Veg Alfredo Pasta,19
10-10-2023,Pastas,Veg Arrabbiata Pasta,41
10-10-2023,Pastas,Pesto Veg Pasta,47
10-10-2023,Pastas,Veg Mac and Cheese,19
10-10-2023,Salads,Greek Salad,19
10-10-2023,Salads,Caesar Salad,35
10-10-2023,Salads,Garden Salad,26
10-10-2023,Salads,Pasta Salad,46
10-10-2023,Fries,Classic Fries,8
10-10-2023,Fries,Cheese Fries,44
10-10-2023,Fries,Masala Fries,41
10-10-2023,Fries,Peri Peri Fries,12
10-10-2023,Beverages,Cold Coffee,28
10-10-2023,Beverages,Lemonade,16
10-10-2023,Beverages,Mango Smoothie,35
10-10-2023,Beverages,Green Tea,47
10-10-2023,Desserts,Brownie,42
10-10-2023,Desserts,Ice Cream Sundae,17
10-10-2023,Desserts,Fruit Salad,15
10-10-2023,Desserts,Chocolate Cake,17
11-10-2023,Veg Burgers,Classic Veg Burger,9
11-10-2023,Veg Burgers,Cheese Veg Burger,30
11-10-2023,Veg Burgers,Spicy Veg Burger,10
11-10-2023,Veg Burgers,Aloo Tikki Burger,15
11-10-2023,Veg Pizzas,Margherita Pizza,45
11-10-2023,Veg Pizzas,Veggie Delight Pizza,50
11-10-2023,Veg Pizzas,Paneer Pizza,9
11-10-2023,Veg Pizzas,Farmhouse Pizza,21
11-10-2023,Sandwiches,Veg Club Sandwich,42
11-10-2023,Sandwiches,Paneer Tikka Sandwich,23
11-10-2023,Sandwiches,Grilled Veg Sandwich,49
11-10-2023,Sandwiches,Cucumber Sandwich,6
11-10-2023,Wraps,Veggie Wrap,15
11-10-2023,Wraps,Paneer Wrap,39
11-10-2023,Wraps,Aloo Wrap,8
11-10-2023,Wraps,Hummus Wrap,20
11-10-2023,Pastas,Veg Alfredo Pasta,30
11-10-2023,Pastas,Veg Arrabbiata Pasta,29
11-10-2023,Pastas,Pesto Veg Pasta,50
11-10-2023,Pastas,Veg Mac and Cheese,19
11-10-2023,Salads,Greek Salad,23
11-10-2023,Salads,Caesar Salad,45
11-10-2023,Salads,Garden Salad,12
11-10-2023,Salads,Pasta Salad,30
11-10-2023,Fries,Classic Fries,25
11-10-2023,Fries,Cheese Fries,6
11-10-2023,Fries,Masala Fries,19
11-10-2023,Fries,Peri Peri Fries,15
11-10-2023,Beverages,Cold Coffee,21
11-10-2023,Beverages,Lemonade,40
11-10-2023,Beverages,Mango Smoothie,17
11-10-2023,Beverages,Green Tea,49
11-10-2023,Desserts,Brownie,12
11-10-2023,Desserts,Ice Cream Sundae,38
11-10-2023,Desserts,Fruit Salad,25
11-10-2023,Desserts,Chocolate Cake,25
12-10-2023,Veg Burgers,Classic Veg Burger,29
12-10-2023,Veg Burgers,Cheese Veg Burger,25
12-10-2023,Veg Burgers,Spicy Veg Burger,50
12-10-2023,Veg Burgers,Aloo Tikki Burger,13
12-10-2023,Veg Pizzas,Margherita Pizza,31
12-10-2023,Veg Pizzas,Veggie Delight Pizza,50
12-10-2023,Veg Pizzas,Paneer Pizza,20
12-10-2023,Veg Pizzas,Farmhouse Pizza,13
12-10-2023,Sandwiches,Veg Club Sandwich,8
12-10-2023,Sandwiches,Paneer Tikka Sandwich,28
12-10-2023,Sandwiches,Grilled Veg Sandwich,8
12-10-2023,Sandwiches,Cucumber Sandwich,46
12-10-2023,Wraps,Veggie Wrap,46
12-10-2023,Wraps,Paneer Wrap,27
12-10-2023,Wraps,Aloo Wrap,42
12-10-2023,Wraps,Hummus Wrap,40
12-10-2023,Pastas,Veg Alfredo Pasta,27
12-10-2023,Pastas,Veg Arrabbiata Pasta,22
12-10-2023,Pastas,Pesto Veg Pasta,13
12-10-2023,Pastas,Veg Mac and Cheese,37
12-10-2023,Salads,Greek Salad,31
12-10-2023,Salads,Caesar Salad,23
12-10-2023,Salads,Garden Salad,13
12-10-2023,Salads,Pasta Salad,14
12-10-2023,Fries,Classic Fries,6
12-10-2023,Fries,Cheese Fries,27
12-10-2023,Fries,Masala Fries,18
12-10-2023,Fries,Peri Peri Fries,35
12-10-2023,Beverages,Cold Coffee,29
12-10-2023,Beverages,Lemonade,10
12-10-2023,Beverages,Mango Smoothie,32
12-10-2023,Beverages,Green Tea,8
12-10-2023,Desserts,Brownie,8
12-10-2023,Desserts,Ice Cream Sundae,33
12-10-2023,Desserts,Fruit Salad,14
12-10-2023,Desserts,Chocolate Cake,22
13-10-2023,Veg Burgers,Classic Veg Burger,31
13-10-2023,Veg Burgers,Cheese Veg Burger,22
13-10-2023,Veg Burgers,Spicy Veg Burger,46
13-10-2023,Veg Burgers,Aloo Tikki Burger,38
13-10-2023,Veg Pizzas,Margherita Pizza,20
13-10-2023,Veg Pizzas,Veggie Delight Pizza,10
13-10-2023,Veg Pizzas,Paneer Pizza,28
13-10-2023,Veg Pizzas,Farmhouse Pizza,39
13-10-2023,Sandwiches,Veg Club Sandwich,29
13-10-2023,Sandwiches,Paneer Tikka Sandwich,40
13-10-2023,Sandwiches,Grilled Veg Sandwich,49
13-10-2023,Sandwiches,Cucumber Sandwich,36
13-10-2023,Wraps,Veggie Wrap,26
13-10-2023,Wraps,Paneer Wrap,48
13-10-2023,Wraps,Aloo Wrap,23
13-10-2023,Wraps,Hummus Wrap,47
13-10-2023,Pastas,Veg Alfredo Pasta,15
13-10-2023,Pastas,Veg Arrabbiata Pasta,22
13-10-2023,Pastas,Pesto Veg Pasta,28
13-10-2023,Pastas,Veg Mac and Cheese,30
13-10-2023,Salads,Greek Salad,45
13-10-2023,Salads,Caesar Salad,41
13-10-2023,Salads,Garden Salad,21
13-10-2023,Salads,Pasta Salad,50
13-10-2023,Fries,Classic Fries,26
13-10-2023,Fries,Cheese Fries,29
13-10-2023,Fries,Masala Fries,27
13-10-2023,Fries,Peri Peri Fries,11
13-10-2023,Beverages,Cold Coffee,32
13-10-2023,Beverages,Lemonade,16
13-10-2023,Beverages,Mango Smoothie,43
13-10-2023,Beverages,Green Tea,41
13-10-2023,Desserts,Brownie,39
13-10-2023,Desserts,Ice Cream Sundae,48
13-10-2023,Desserts,Fruit Salad,25
13-10-2023,Desserts,Chocolate Cake,28
14-10-2023,Veg Burgers,Classic Veg Burger,45
14-10-2023,Veg Burgers,Cheese Veg Burger,25
14-10-2023,Veg Burgers,Spicy Veg Burger,29
14-10-2023,Veg Burgers,Aloo Tikki Burger,30
14-10-2023,Veg Pizzas,Margherita Pizza,20
14-10-2023,Veg Pizzas,Veggie Delight Pizza,16
14-10-2023,Veg Pizzas,Paneer Pizza,24
14-10-2023,Veg Pizzas,Farmhouse Pizza,48
14-10-2023,Sandwiches,Veg Club Sandwich,37
14-10-2023,Sandwiches,Paneer Tikka Sandwich,42
14-10-2023,Sandwiches,Grilled Veg Sandwich,11
14-10-2023,Sandwiches,Cucumber Sandwich,6
14-10-2023,Wraps,Veggie Wrap,34
14-10-2023,Wraps,Paneer Wrap,7
14-10-2023,Wraps,Aloo Wrap,20
14-10-2023,Wraps,Hummus Wrap,5
14-10-2023,Pastas,Veg Alfredo Pasta,14
14-10-2023,Pastas,Veg Arrabbiata Pasta,46
14-10-2023,Pastas,Pesto Veg Pasta,13
14-10-2023,Pastas,Veg Mac and Cheese,43
14-10-2023,Salads,Greek Salad,45
14-10-2023,Salads,Caesar Salad,33
14-10-2023,Salads,Garden Salad,14
14-10-2023,Salads,Pasta Salad,17
14-10-2023,Fries,Classic Fries,19
14-10-2023,Fries,Cheese Fries,25
14-10-2023,Fries,Masala Fries,47
14-10-2023,Fries,Peri Peri Fries,40
14-10-2023,Beverages,Cold Coffee,33
14-10-2023,Beverages,Lemonade,24
14-10-2023,Beverages,Mango Smoothie,34
14-10-2023,Beverages,Green Tea,34
14-10-2023,Desserts,Brownie,23
14-10-2023,Desserts,Ice Cream Sundae,13
14-10-2023,Desserts,Fruit Salad,43
14-10-2023,Desserts,Chocolate Cake,47
15-10-2023,Veg Burgers,Classic Veg Burger,24
15-10-2023,Veg Burgers,Cheese Veg Burger,46
15-10-2023,Veg Burgers,Spicy Veg Burger,37
15-10-2023,Veg Burgers,Aloo Tikki Burger,11
15-10-2023,Veg Pizzas,Margherita Pizza,35
15-10-2023,Veg Pizzas,Veggie Delight Pizza,15
15-10-2023,Veg Pizzas,Paneer Pizza,33
15-10-2023,Veg Pizzas,Farmhouse Pizza,12
15-10-2023,Sandwiches,Veg Club Sandwich,43
15-10-2023,Sandwiches,Paneer Tikka Sandwich,26
15-10-2023,Sandwiches,Grilled Veg Sandwich,41
15-10-2023,Sandwiches,Cucumber Sandwich,40
15-10-2023,Wraps,Veggie Wrap,17
15-10-2023,Wraps,Paneer Wrap,18
15-10-2023,Wraps,Aloo Wrap,17
15-10-2023,Wraps,Hummus Wrap,23
15-10-2023,Pastas,Veg Alfredo Pasta,46
15-10-2023,Pastas,Veg Arrabbiata Pasta,44
15-10-2023,Pastas,Pesto Veg Pasta,48
15-10-2023,Pastas,Veg Mac and Cheese,49
15-10-2023,Salads,Greek Salad,38
15-10-2023,Salads,Caesar Salad,25
15-10-2023,Salads,Garden Salad,40
15-10-2023,Salads,Pasta Salad,15
15-10-2023,Fries,Classic Fries,24
15-10-2023,Fries,Cheese Fries,29
15-10-2023,Fries,Masala Fries,41
15-10-2023,Fries,Peri Peri Fries,31
15-10-2023,Beverages,Cold Coffee,22
15-10-2023,Beverages,Lemonade,17
15-10-2023,Beverages,Mango Smoothie,40
15-10-2023,Beverages,Green Tea,14
15-10-2023,Desserts,Brownie,5
15-10-2023,Desserts,Ice Cream Sundae,42
15-10-2023,Desserts,Fruit Salad,28
15-10-2023,Desserts,Chocolate Cake,9
16-10-2023,Veg Burgers,Classic Veg Burger,26
16-10-2023,Veg Burgers,Cheese Veg Burger,25
16-10-2023,Veg Burgers,Spicy Veg Burger,36
16-10-2023,Veg Burgers,Aloo Tikki Burger,38
16-10-2023,Veg Pizzas,Margherita Pizza,37
16-10-2023,Veg Pizzas,Veggie Delight Pizza,43
16-10-2023,Veg Pizzas,Paneer Pizza,46
16-10-2023,Veg Pizzas,Farmhouse Pizza,5
16-10-2023,Sandwiches,Veg Club Sandwich,39
16-10-2023,Sandwiches,Paneer Tikka Sandwich,25
16-10-2023,Sandwiches,Grilled Veg Sandwich,18
16-10-2023,Sandwiches,Cucumber Sandwich,47
16-10-2023,Wraps,Veggie Wrap,44
16-10-2023,Wraps,Paneer Wrap,18
16-10-2023,Wraps,Aloo Wrap,47
16-10-2023,Wraps,Hummus Wrap,27
16-10-2023,Pastas,Veg Alfredo Pasta,10
16-10-2023,Pastas,Veg Arrabbiata Pasta,50
16-10-2023,Pastas,Pesto Veg Pasta,37
16-10-2023,Pastas,Veg Mac and Cheese,13
16-10-2023,Salads,Greek Salad,20
16-10-2023,Salads,Caesar Salad,6
16-10-2023,Salads,Garden Salad,14
16-10-2023,Salads,Pasta Salad,18
16-10-2023,Fries,Classic Fries,50
16-10-2023,Fries,Cheese Fries,20
16-10-2023,Fries,Masala Fries,36
16-10-2023,Fries,Peri Peri Fries,26
16-10-2023,Beverages,Cold Coffee,44
16-10-2023,Beverages,Lemonade,47
16-10-2023,Beverages,Mango Smoothie,21
16-10-2023,Beverages,Green Tea,15
